Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"S Sarker, MT Arafat, A Lameesa, M Afrin, R Mahmud, MA Razzaque, ...","FOLD: Fog-dew infrastructure-aided optimal workload distribution for cloud robotic operations",2024,"Internet of Things","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2956263959504655424",18,"2025-03-24 02:01:05","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:4DMP91E08xMC",26,,101185,101185,3,3.00,0,7,1,"","",""
11,"S Sarker, S Rahman, T Hossain, S Faiza Ahmed, L Jamal, MAR Ahad","Skeleton-based activity recognition: Preprocessing and approaches",2021,"Contactless Human Activity Analysis","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12359519201934155406",12,"2025-03-24 02:01:05","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:5nxA0vEk-isC",,,43,81,11,2.75,2,6,4,"","",""
11,"F Huq, N Sultana, S Sarkar, MA Razzaque, MHK Tushar","Optimal worker selection for maximizing quality-of-service of online food delivery system",2019,"2019 International Conference on Sustainable Technologies for Industry 4.0 …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17715858068099132792",13,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:eQOLeE2rZwMC",,,,,11,1.83,2,5,6,"","",""
7,"T Hossain, S Sarker, S Rahman, MAR Ahad","Skeleton-based human action recognition on large-scale datasets",2021,"Vision, Sensing and Analytics: Integrative Approaches","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5745664954188323577",15,"2025-03-24 02:01:05","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:3fE2CSJIrl8C",,,125,146,7,1.75,2,4,4,"","",""
7,"MM Meher, M Afrin, S Sarker","Clinical incidence of diseases in cattle and goat at different area of Bera Upzilla in Pabna district of Bangladesh",2021,"Journal of Scientific Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3192406776507145580",16,"2025-03-24 02:01:05","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:QIV2ME_5wuYC",13,2,579,587,7,1.75,2,3,4,"","",""
17,"MMA Pritom, S Sarker, MA Razzaque, MM Hassan, MA Hossain, ...","A multiconstrained QoS aware MAC protocol for cluster-based cognitive radio sensor networks",2015,"International Journal of Distributed Sensor Networks","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7004992816004027130",10,"2025-03-24 02:01:05","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:u5HHmVD_uO8C",11,5,262871,262871,17,1.70,3,6,10,"","",""
10,"S Sarker, AK Nath, A Razzaque","Tradeoffs between sensing quality and energy efficiency for context monitoring applications",2016,"2016 International Conference on Networking Systems and Security (NSysS)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15477141682893986951",14,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:d1gkVwhDpl0C",,,1,7,10,1.11,3,3,9,"","",""
3,"F Huq, N Sultana, S Sarker, MA Razzaque, MM Hassan","Profit and Satisfaction Aware Order Assignment for Online Food Delivery Systems Exploiting Water Wave Optimization",2022,"IEEE Access","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10425748365412017867",19,"2025-03-24 02:01:05","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:YOwf2qJgpHMC",10,,71194,71208,3,1.00,1,5,3,"","",""
1,"S Sarker, HN Green, MS Yasar, T Iqbal","CoHRT: A Collaboration System for Human-Robot Teamwork",2024,"Robotics Science and Systems (RSS), Safety and Normative Behaviors in Human …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3581214687185631201",23,"2025-03-24 02:01:05","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:mVmsd5A6BfQC",,,,,1,1.00,0,4,1,"","",""
2,"MT Arafat, M Hasan Emon, S Sarker, MA Razzaque, MM Rahman","Balancing worker utility and recruitment cost in spatial crowdsensing: A Nash game approach",2021,"Proceedings of the 8th International Conference on Networking, Systems and …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9320164910346878937",20,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:KlAtU1dfN6UC",,,,,2,0.50,0,5,4,"","",""
2,"N Irtisam, R Ahmed, MM Akash, R Abdullah, S Sarker, S Rahman, ...","Pathfinder: A fog assisted vision-based system for optimal path selection of service robots",2020,"2020 Joint 9th International Conference on Informatics, Electronics &Vision …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16506719074501802191",21,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:Se3iqnhoufwC",,,,,2,0.40,0,7,5,"","",""
2,"B Sultana, JF Katha, S Sarker, MA Razzaque","Multi-mode project scheduling with limited resource and budget constraints",2018,"2018 International Conference on Innovation in Engineering and Technology …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15321223686880348143",22,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:zYLM7Y9cAGgC",,,,,2,0.29,1,4,7,"","",""
1,"S Rahman, S Sarker, AKMN Haque, MM Uttsha","Deep reinforcement learning: a new frontier in computer vision research",2021,"Vision, Sensing and Analytics: Integrative Approaches","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16389177769743382931",24,"2025-03-24 02:01:05","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:MXK_kJrjxJIC",,,29,70,1,0.25,0,4,4,"","",""
1,"MT Abdullah, MJA Sourov, S Rahman, S Sarker","Simulation of Pattern Formation of Swarm withMinimum Shape Parameters",2020,"2020 Joint 9th International Conference on Informatics, Electronics &Vision …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14632776844415670096",25,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:roLk4NBRz8UC",,,,,1,0.20,0,4,5,"","",""
0,"ZZS Dhrubo, MAI Hridoy, L Jamal, S Sarker, M Shidujaman","Development of a Sign Language for Total Paralysis and Interpretation using Deep Learning",2020,"2020 International Conference on Image Processing and Robotics (ICIP)","","","https://scholar.google.com",26,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:hqOjcs7Dif8C",,,1,6,0,0.00,0,5,5,"","",""
0,"S Saha, MA Habib, S Sarkar, MA Razzaque, MM Rahman","Minimizing Execution Cost of User Application Codes in Mobile Device Cloud",2019,"2019 International Conference on Sustainable Technologies for Industry 4.0 …","","","https://scholar.google.com",27,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:YsMSGLbcyi4C",,,,,0,0.00,0,5,6,"","",""
0,"MS Hossain, SMH Reza, S Sarker, MA Razzaque","Optimizing Deployment Period of Service Replication in 5G Edge Network",2018,"2018 International Conference on Innovation in Engineering and Technology …","","","https://scholar.google.com",28,"2025-03-24 02:01:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:UeHWp8X0CEIC",,,,,0,0.00,0,4,7,"","",""
0,"MS Hossain, S Sarker, MA Razzaque","SERVICE REPLICATION IN 5G EDGE NETWORK",2018,"GUB Journal of Science and Engineering (GUBJSE)","","","https://scholar.google.com",29,"2025-03-24 02:01:05","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:7PzlFSSx8tAC",5,1,,,0,0.00,0,3,7,"","",""
0,"MMA Pritom, S Sarker, MA Razzaque, MM Hassan, MA Hossain, ...","Research Article A Multiconstrained QoS Aware MAC Protocol for Cluster-Based Cognitive Radio Sensor Networks",2015,"","","","https://scholar.google.com",30,"2025-03-24 02:01:05","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:9ZlFYXVOiuMC",,,,,0,0.00,0,6,10,"","",""
0,"MM Islam, A Gladstone, S Sarker, G Nanduru, M Fahim, K Du, A Chadha, ...","Embodied Referring Expression Comprehension Through Multimodal Residual Learning",,"","","","https://scholar.google.com",31,"2025-03-24 02:01:05","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=uCSts6gAAAAJ&pagesize=100&citation_for_view=uCSts6gAAAAJ:L8Ckcad2t8MC",,,,,0,0.00,0,8,,"","",""
