Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
23,"KD Alam, MS Ali, S Mahjabeen, S Parvin, MA Akbar, R Ahamed","Analgesic activities of ethanol extract of leaf, stem and their different fractions of Swertia chirata",2010,"Pakistan journal of pharmaceutical sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6453118948787555465",21,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:mvPsJ3kp5DgC",23,4,455,458,23,1.53,4,6,15,"","",""
7,"A Nahar, M Hasanuzzaman, S Parvin","Computational modeling for photovoltaic thermal system",2020,"Proceedings of the International Conference on Computing Advancements","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10631511410764008922",43,"2025-03-24 02:18:52","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:LPZeul_q3PIC",,,1,7,7,1.40,2,3,5,"","",""
11,"R Chowdhury, S Parvin, MAH Khan","Numerical study of double-diffusive natural convection in a window shaped cavity containing multiple obstacles filled with nanofluid",2017,"Procedia Engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=984584495144613899",34,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:ZHo1McVdvXMC",194,,471,478,11,1.38,4,3,8,"","",""
16,"S Parvin, R Nasrin, MA Alim, NF Hossain","Effect of Prandtl number on forced convection in a two sided open enclosure using nanofluid",2013,"Journal of Scientific Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11086089641595801283",28,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:aqlVkmm33-oC",5,1,67,75,16,1.33,4,4,12,"","",""
15,"S Parvin, R Nasrin, MA Alim, NF Hossain","Double diffusive natural convective flow characteristics in a cavity",2013,"Procedia Engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2356496108427360138",29,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:roLk4NBRz8UC",56,,480,488,15,1.25,4,4,12,"","",""
10,"AK Azad, S Parvin, MMK Chowdhury","Effects of Hartmann number on combined convection in a channel with cavity using Cu-water nanofluid",2017,"AIP Conference Proceedings","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7018920879688081368",38,"2025-03-24 02:18:52","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:HoB7MX3m0LUC",1851,1,,,10,1.25,3,3,8,"","",""
15,"S Parvin, R Nasrin","Effects of Reynolds and Prandtl number on mixed convection in an octagonal channel with a heat-generating hollow cylinder",2012,"Journal of Scientific Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9330702134666227959",30,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:Wp0gIr-vW9MC",4,2,337,348,15,1.15,8,2,13,"","",""
11,"R Chowdhury, S Parvin, MAH Khan, AJ Chamkha","MHD natural convection in a porous equilateral triangular enclosure with a heated square body in the presence of heat generation",2015,"Special Topics &Reviews in Porous Media: An International Journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3398261246682020604",35,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:maZDTaKrznsC",6,4,,,11,1.10,3,4,10,"","",""
13,"S Parvin, KFU Ahmed, MA Alim, NF Hossain","Heat transfer enhancement by nanofluid in a cavity containing a heated obstacle",2012,"International Journal of Mechanical and Materials Engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3704783763489996283",31,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:Tyk-4Ss8FVUC",7,2,128,135,13,1.00,3,4,13,"","",""
11,"S Parvin, R Nasrin, MA Alim","Heat Transfer Performance of Nanofluid in a Complicated Cavity Due to Prandtl Number Variation",2014,"Procedia Engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11970062759015953351",36,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:_kc_bZDykSQC",90,,377,382,11,1.00,4,3,11,"","",""
11,"AFM Jamal Uddin, H Mehraj, T Taufique, AF Ona, S Parvin","Foliar Application of Gibberelic Acid on growth and flowering of gerbera cultivars",2014,"Journal of Bioscience and Agriculture Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17930550051512641380",37,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:JQOojiI6XY0C",2,1,52,58,11,1.00,2,5,11,"","",""
